timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-25T07:03:12,federated_fl,b08a63d1-f1bd-4c8e-ba9b-47f9959e62c1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19619.64091,2.118196447,0.000107963,720.154535,223.253054,20,3.806569923,0.79432162,0.105306466,4.706198009,0,United States,USA,tennessee,,,Linux-5.4.0-216-generic-x86_64-with-glibc2.31,3.9.5,3.1.0,32,AMD EPYC 7542 32-Core Processor,1,1 x NVIDIA A40,-83.7824,36.1537,62.79549789,machine,N,1,0
