timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-27T13:16:11,federated_fl,7dbfd9ec-5b57-40d9-85bc-9cb0b3fa9be2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2490.951182,0.275366269,0.000110547,720.1646327,148.1729875,20,0.49425235,0.104189026,0.013365989,0.611807364,0,United States,USA,tennessee,,,Linux-5.4.0-216-generic-x86_64-with-glibc2.31,3.9.5,3.1.0,32,AMD EPYC 7542 32-Core Processor,1,1 x NVIDIA A40,-83.7824,36.1537,62.79549789,machine,N,1,0
