timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-24T04:34:21,federated_fl,e3b493bb-720c-464b-9516-1cb3d9ea9f97,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,27693.14919,3.11604415,0.00011252,720.1640906,245.1405623,20,5.396070999,1.378502749,0.148637172,6.92321092,0,United States,USA,tennessee,,,Linux-5.4.0-216-generic-x86_64-with-glibc2.31,3.9.5,3.1.0,32,AMD EPYC 7542 32-Core Processor,1,1 x NVIDIA A40,-83.7824,36.1537,62.79549789,machine,N,1,0
