timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-09T03:00:17,federated_fl,92a4724e-3160-40e1-9259-ea618f5f7ffe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1635.5338275030372,0.07957717866430647,4.8655171373493766e-05,55.827103072533035,354.9004541407333,70.0,0.024483979407970907,0.16105410050984492,0.03069975563646974,0.21623783555428552,0.0,United States,USA,illinois,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.10.12,3.2.2,160,Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,4,4 x NVIDIA A100 80GB PCIe,-87.5993,41.8018,499.3755111694336,machine,1.9795580110497226,14.04573357888275,4.09502762430948,20.582947777267467,N,1.0,0.0
