timestamp,project_name,run_id,experiment_id,country_name,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,cpu_count,gpu_count,longitude,latitude,ram_total_size,pue,wue,country_iso_code,region,os,python_version,codecarbon_version,cpu_model,gpu_model,tracking_mode,on_cloud
2025-11-08T04:34:29,federated_fl,0a0726ed-e83b-4940-a039-1e74788e7422,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,United States,14918.439088893125,0.7010812973249801,4.699427957224693e-05,640.11725632,158.24236331499867,20.0,2.5770051432020717,0.75835279973731,0.0800667099379029,3.415424652877284,0.0,32,1,-117.1002,32.8192,31.34237670898437,1.0,0.0,USA,california,Linux-5.4.0-216-generic-x86_64-with-glibc2.31,3.9.5,3.0.8,AMD EPYC 7532 32-Core Processor,1 x Quadro RTX 6000,machine,N
