timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-26T02:28:02,federated_fl,47c48650-2891-4638-bc90-7db42988e418,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3285.694535,0.384954402,0.000117161,720.1204572,187.0654638,20,0.675911157,0.161747993,0.017630568,0.855289718,0,United States,USA,tennessee,,,Linux-5.4.0-216-generic-x86_64-with-glibc2.31,3.9.5,3.1.0,32,AMD EPYC 7542 32-Core Processor,1,1 x NVIDIA A40,-83.7824,36.1537,62.79549789,machine,N,1,0
