timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-07T22:48:14,federated_fl,077adcfe-8406-4474-9b24-7689377908bb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9556.030198144988,0.5334854760490678,5.582710236229975e-05,54.28433839454043,426.5867126909477,70.0,0.13912434442169713,1.1311360718525787,0.17939822426560995,1.4496586405398848,0.0,United States,USA,illinois,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.10.12,3.2.2,160,Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,4,4 x NVIDIA A100 80GB PCIe,-87.5993,41.8018,499.3755111694336,machine,1.1419905709795712,21.464195914091146,4.084850707175828,20.41233501364387,N,1.0,0.0
