timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-08T13:28:51,federated_fl,e5deb27f-c59a-4e11-9ac7-ca88b9653f11,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1252.8659973929753,0.057200981010948275,4.5656104587381945e-05,54.55746317991865,326.72952711629404,70.0,0.01832775649917671,0.1135932089300482,0.02351324991997098,0.1554342153491958,0.0,United States,USA,illinois,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.10.12,3.2.2,160,Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,4,4 x NVIDIA A100 80GB PCIe,-87.5993,41.8018,499.3755111694336,machine,1.9137931034482751,11.061948676824379,3.7949478748998486,19.15431551409418,N,1.0,0.0
