timestamp,project_name,run_id,experiment_id,country_name,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,cpu_count,gpu_count,longitude,latitude,ram_total_size,pue,wue,country_iso_code,region,os,python_version,codecarbon_version,cpu_model,gpu_model,tracking_mode,on_cloud
2025-11-06T18:52:56,federated_fl,72228fc2-e028-422c-b6e0-9e92379c73de,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,United States,24021.38817441603,1.158269755011828,4.821826892774842e-05,640.1037376,144.39539612635122,20.0,4.175390222777366,1.3383618548552942,0.1289359972651024,5.6426880748977775,0.0,32,1,-117.1002,32.8192,31.34237670898437,1.0,0.0,USA,california,Linux-5.4.0-216-generic-x86_64-with-glibc2.31,3.9.5,3.0.8,AMD EPYC 7532 32-Core Processor,1 x Quadro RTX 6000,machine,N
