timestamp,project_name,run_id,experiment_id,country_name,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,cpu_count,gpu_count,longitude,latitude,ram_total_size,pue,wue,country_iso_code,region,os,python_version,codecarbon_version,cpu_model,gpu_model,tracking_mode,on_cloud
2025-11-11T18:18:58,federated_fl,12fa9987-25d2-452f-a268-0d05d4146ab7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,United States,2712.64216578193,0.1211569670882664,4.466382209071886e-05,646.1590134400001,127.3237728601674,20.0,0.4796916452740535,0.095989626513862,0.01455340404782,0.5902346758357359,0.0,32,1,-117.1002,32.8192,31.34237670898437,1.0,0.0,USA,california,Linux-5.4.0-216-generic-x86_64-with-glibc2.31,3.9.5,3.0.8,AMD EPYC 7532 32-Core Processor,1 x Quadro RTX 6000,machine,N
