timestamp,project_name,run_id,experiment_id,country_name,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,cpu_count,gpu_count,longitude,latitude,ram_total_size,pue,wue,country_iso_code,region,os,python_version,codecarbon_version,cpu_model,gpu_model,tracking_mode,on_cloud
2025-11-11T02:51:23,federated_fl,9b2149ee-1d80-40b3-bede-628cbd466799,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,United States,4116.238028498134,0.1921322751348848,4.667666782258141e-05,640.0343941120001,87.5729097786034,20.0,0.7531732522915533,0.160739948869634,0.0220885316091925,0.9360017327703788,0.0,32,1,-117.1002,32.8192,31.34237670898437,1.0,0.0,USA,california,Linux-5.4.0-216-generic-x86_64-with-glibc2.31,3.9.5,3.0.8,AMD EPYC 7532 32-Core Processor,1 x Quadro RTX 6000,machine,N
