timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-08T22:10:19,federated_fl,5215db3a-f154-43b5-9d6d-60e8d9a71354,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6322.595382006024,0.34031644513508036,5.3825434742133576e-05,54.097083241069264,407.1555368781964,70.0,0.09172473071640135,0.7143431081406959,0.11868587489257548,0.9247537137496715,0.0,United States,USA,illinois,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.10.12,3.2.2,160,Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,4,4 x NVIDIA A100 80GB PCIe,-87.5993,41.8018,499.3755111694336,machine,1.0009984152139466,18.597781299524563,3.7984786053878374,19.02547246869506,N,1.0,0.0
